,Unnamed: 0,Manufacturer,Category,GPU,OS,CPU_core,Screen_Size_cm,CPU_frequency,RAM_GB,Storage_GB_SSD,Weight_kg,Price,Weight_pounds,Screen_Size_inch,Price-binned,Full HD,IPS Panel
64,64,Asus,1,3,1,7,43.94,1.0,16,256,3.6,3810,7.938000000000001,17.299212598425196,max,True,False
65,65,Acer,3,3,1,3,43.18,0.9310344827586208,4,256,3.0,892,6.615,17.0,low,False,True
66,66,Dell,4,2,1,5,33.78,0.5517241379310345,8,256,1.41,1206,3.10905,13.299212598425196,low,True,False
67,67,Lenovo,3,2,1,7,39.62,0.6206896551724138,8,256,2.05,1118,4.52025,15.598425196850393,low,True,False
68,68,Dell,3,1,2,7,39.62,0.6206896551724138,8,256,1.8622317596566522,934,4.106221030042918,15.598425196850393,low,True,False
69,69,Lenovo,1,3,1,5,38.1,0.8620689655172414,8,256,2.5,1053,5.5125,15.0,low,False,True
70,70,Lenovo,3,2,1,5,39.62,0.8620689655172414,6,256,2.2,735,4.851000000000001,15.598425196850393,low,True,False
71,71,Acer,3,3,1,7,38.1,0.6206896551724138,8,256,3.0,1208,6.615,15.0,low,False,True
72,72,Lenovo,3,2,1,7,38.1,0.9310344827586208,8,256,1.95,1394,4.29975,15.0,low,False,True
73,73,Asus,4,3,1,5,39.62,0.8620689655172414,8,256,1.7,1241,3.7485,15.598425196850393,low,True,False
74,74,Dell,3,3,1,7,39.62,0.9655172413793103,8,256,2.0,2323,4.41,15.598425196850393,medium,True,False
75,75,Lenovo,3,2,1,5,39.62,0.5517241379310345,8,256,2.05,939,4.52025,15.598425196850393,low,True,False
76,76,Acer,3,3,2,7,39.62,0.9655172413793103,8,256,2.5,1244,5.5125,15.598425196850393,low,True,False
77,77,Dell,5,3,1,7,43.94,1.0,16,256,3.42,3665,7.5411,17.299212598425196,max,True,False
78,78,Toshiba,3,3,1,7,38.1,0.8620689655172414,8,256,2.2,1325,4.851000000000001,15.0,low,False,True
79,79,Lenovo,3,2,1,5,33.02,0.8620689655172414,8,256,1.1,1269,2.4255000000000004,13.000000000000002,low,False,True
80,80,HP,3,2,1,5,35.56,0.8620689655172414,8,256,1.95,1245,4.29975,14.0,low,True,False
81,81,HP,3,2,1,7,35.56,0.9310344827586208,8,256,1.48,1641,3.2634,14.0,medium,True,False
82,82,Asus,3,2,1,7,35.56,0.9310344827586208,8,256,2.0,1390,4.41,14.0,low,True,False
83,83,Asus,4,3,1,7,39.62,0.9310344827586208,8,256,1.7,1334,3.7485,15.598425196850393,low,True,False
84,84,HP,4,2,1,7,31.75,0.9310344827586208,8,256,1.26,1696,2.7783,12.5,medium,True,False
85,85,Toshiba,3,2,1,5,38.1,0.8620689655172414,8,256,2.0,1198,4.41,15.0,low,False,True
86,86,Asus,1,3,1,7,39.62,0.9655172413793103,8,256,2.5,1269,5.5125,15.598425196850393,low,True,False
87,87,HP,3,2,1,5,35.56,0.896551724137931,8,256,1.48,1611,3.2634,14.0,low,True,False
88,88,HP,3,2,1,5,39.62,0.8620689655172414,8,256,1.84,1453,4.0572,15.598425196850393,low,True,False
89,89,Dell,3,3,1,5,39.62,0.5517241379310345,8,256,2.0,1452,4.41,15.598425196850393,low,True,False
90,90,Dell,4,2,1,7,33.78,0.6206896551724138,8,256,1.2,2006,2.646,13.299212598425196,medium,True,False
91,91,HP,3,2,1,7,39.62,0.9310344827586208,8,256,1.84,1656,4.0572,15.598425196850393,medium,True,False
92,92,HP,5,3,1,7,39.62,0.9655172413793103,8,256,2.6,2208,5.7330000000000005,15.598425196850393,medium,True,False
93,93,Dell,3,2,1,5,35.56,0.896551724137931,8,256,1.36,1813,2.9988,14.0,medium,True,False
94,94,Asus,3,2,1,5,35.56,0.8620689655172414,8,256,2.0,1200,4.41,14.0,low,True,False
95,95,Dell,3,1,1,7,39.62,0.9310344827586208,8,256,2.33,1142,5.137650000000001,15.598425196850393,low,True,False
96,96,HP,4,2,1,7,35.56,0.9310344827586208,8,256,1.36,2223,2.9988,14.0,medium,False,True
97,97,Lenovo,3,3,1,5,35.56,0.8620689655172414,8,256,1.5,1396,3.3075,14.0,low,False,True
98,98,Lenovo,3,2,1,3,33.02,0.8275862068965517,4,128,1.5,697,3.3075,13.000000000000002,low,False,True
99,99,Dell,5,3,1,7,38.1,0.9310344827586208,8,256,2.0,2712,4.41,15.0,medium,False,True
100,100,MSI,1,3,1,7,43.94,0.9655172413793103,8,256,2.7,1714,5.953500000000001,17.299212598425196,medium,True,False
101,101,Dell,3,1,2,7,39.62,0.9310344827586208,8,256,2.33,989,5.137650000000001,15.598425196850393,low,True,False
102,102,Lenovo,3,1,1,7,38.1,0.6206896551724138,8,256,2.1,1562,4.6305000000000005,15.0,low,False,True
103,103,Lenovo,3,2,1,5,35.56,0.8620689655172414,8,256,1.9,1192,4.1895,14.0,low,False,True
104,104,Acer,3,3,2,7,39.62,0.9655172413793103,8,256,2.5,1117,5.5125,15.598425196850393,low,True,False
105,105,Dell,3,1,2,5,39.62,0.8620689655172414,4,256,2.3,761,5.0714999999999995,15.598425196850393,low,True,False
106,106,HP,4,2,1,7,35.56,0.8620689655172414,8,256,1.43,1905,3.15315,14.0,medium,True,False
107,107,Lenovo,4,1,1,7,35.56,0.6206896551724138,8,256,1.75,1544,3.85875,14.0,low,False,True
108,108,HP,3,2,1,7,39.62,1.0,8,256,2.31,1813,5.0935500000000005,15.598425196850393,medium,True,False
109,109,Dell,4,2,2,7,35.56,0.9655172413793103,8,256,1.6,1396,3.5280000000000005,14.0,low,True,False
110,110,Lenovo,3,2,1,7,33.02,0.9310344827586208,8,256,1.4,1283,3.0869999999999997,13.000000000000002,low,False,True
111,111,Lenovo,3,2,1,3,35.56,0.9310344827586208,4,128,1.7,761,3.7485,14.0,low,False,True
112,112,Asus,3,2,2,5,39.62,0.8620689655172414,4,256,2.0,710,4.41,15.598425196850393,low,True,False
113,113,Dell,3,1,1,5,39.62,0.5517241379310345,4,256,2.2,951,4.851000000000001,15.598425196850393,low,True,False
114,114,Lenovo,4,2,1,5,30.48,0.8620689655172414,8,256,1.36,1815,2.9988,12.0,medium,False,True
115,115,Dell,3,3,1,5,35.56,0.9655172413793103,8,256,1.64,1498,3.6162,14.0,low,True,False
116,116,MSI,1,3,1,5,39.62,0.8620689655172414,8,256,2.2,1306,4.851000000000001,15.598425196850393,low,True,False
117,117,Dell,5,3,1,7,38.1,0.9310344827586208,16,256,2.17,2509,4.78485,15.0,medium,False,True
118,118,Lenovo,3,2,1,5,35.56,0.8620689655172414,8,256,1.65,1709,3.6382499999999998,14.0,medium,True,False
119,119,Lenovo,3,3,1,7,39.62,1.0,8,256,2.67,2655,5.88735,15.598425196850393,medium,True,False
120,120,Dell,4,2,1,5,1.86,0.5517241379310345,8,256,1.42,2340,3.1311,0.7322834645669292,medium,True,False
121,121,Dell,5,3,1,7,39.62,0.9655172413793103,8,256,1.78,3059,3.9249,15.598425196850393,max,True,False
122,122,Toshiba,3,2,1,5,33.02,0.8620689655172414,8,256,1.05,2124,2.3152500000000003,13.000000000000002,medium,False,True
123,123,HP,3,2,1,5,33.02,0.5517241379310345,4,128,1.49,922,3.28545,13.000000000000002,low,False,True
124,124,Lenovo,3,2,1,5,35.56,0.5517241379310345,8,256,1.75,1333,3.85875,14.0,low,False,True
125,125,Lenovo,3,3,1,5,38.1,0.8620689655172414,8,256,2.3,1286,5.0714999999999995,15.0,low,False,True
126,126,Lenovo,3,2,1,7,39.62,0.6206896551724138,8,256,2.17,1142,4.78485,15.598425196850393,low,True,False
127,127,Lenovo,3,2,1,3,33.02,0.8275862068965517,8,256,1.4,1206,3.0869999999999997,13.000000000000002,low,False,True
128,128,Lenovo,3,2,1,5,38.1,0.8620689655172414,8,256,2.3,1157,5.0714999999999995,15.0,low,False,True
129,129,Lenovo,3,2,1,5,33.78,0.8620689655172414,8,256,1.44,1206,3.1752,13.299212598425196,low,True,False
130,130,Dell,4,2,1,5,33.78,0.8620689655172414,8,128,1.29,1142,2.84445,13.299212598425196,low,False,True
131,131,HP,3,3,1,5,39.62,0.8620689655172414,8,256,2.04,1129,4.498200000000001,15.598425196850393,low,True,False
132,132,HP,4,2,1,7,33.02,0.9310344827586208,8,256,1.32,1777,2.9106,13.000000000000002,medium,False,True
133,133,Dell,3,2,1,5,35.56,0.896551724137931,8,256,1.64,1626,3.6162,14.0,medium,True,False
134,134,Lenovo,3,2,1,5,35.56,0.793103448275862,8,256,2.02,1702,4.4541,14.0,medium,True,False
135,135,Dell,3,2,1,5,39.62,0.9655172413793103,8,256,1.9,1749,4.1895,15.598425196850393,medium,True,False
136,136,Dell,3,3,1,7,39.62,0.9655172413793103,8,256,1.93,1739,4.25565,15.598425196850393,medium,True,False
137,137,Dell,3,1,1,5,39.62,0.5517241379310345,8,256,2.2,1013,4.851000000000001,15.598425196850393,low,True,False
138,138,Lenovo,3,3,1,7,35.56,0.9310344827586208,8,256,1.87,1091,4.12335,14.0,low,False,True
139,139,Dell,3,2,1,3,35.56,0.6896551724137931,4,128,1.6,935,3.5280000000000005,14.0,low,True,False
140,140,HP,3,2,1,3,39.62,0.8275862068965517,4,128,2.1,896,4.6305000000000005,15.598425196850393,low,True,False
141,141,Lenovo,3,2,1,3,39.62,0.6896551724137931,4,128,2.2,634,4.851000000000001,15.598425196850393,low,True,False
142,142,Dell,3,2,1,5,39.62,0.8620689655172414,8,256,1.9,1419,4.1895,15.598425196850393,low,True,False
143,143,Lenovo,3,2,1,3,39.62,0.9310344827586208,4,128,2.05,800,4.52025,15.598425196850393,low,True,False
144,144,Lenovo,3,3,1,7,43.18,0.9655172413793103,8,256,3.4,3810,7.497,17.0,max,False,True
145,145,Lenovo,3,2,1,5,39.62,0.8620689655172414,8,256,2.3,1054,5.0714999999999995,15.598425196850393,low,True,False
146,146,Dell,3,1,2,7,39.62,0.9310344827586208,8,256,2.2,951,4.851000000000001,15.598425196850393,low,True,False
147,147,HP,3,2,1,3,33.78,0.8275862068965517,4,128,1.49,913,3.28545,13.299212598425196,low,True,False
148,148,Dell,3,3,1,7,39.62,0.9655172413793103,16,256,1.93,1953,4.25565,15.598425196850393,medium,True,False
149,149,Lenovo,4,2,1,7,35.56,0.896551724137931,12,256,1.4,2125,3.0869999999999997,14.0,medium,False,True
150,150,Lenovo,3,2,1,5,35.56,0.8620689655172414,8,256,1.7,1872,3.7485,14.0,medium,False,True
151,151,Dell,5,3,1,7,1.86,0.9655172413793103,8,256,2.06,2240,4.5423,0.7322834645669292,medium,True,False
152,152,HP,3,2,1,7,39.62,0.9310344827586208,8,256,1.84,1548,4.0572,15.598425196850393,low,True,False
153,153,Toshiba,3,2,1,7,38.1,0.8620689655172414,8,256,2.2,1777,4.851000000000001,15.0,medium,False,True
154,154,Dell,3,1,2,5,39.62,0.8620689655172414,4,128,2.18,723,4.806900000000001,15.598425196850393,low,True,False
155,155,Lenovo,3,2,1,5,35.56,0.793103448275862,8,256,1.65,1861,3.6382499999999998,14.0,medium,True,False
156,156,Dell,3,3,1,7,39.62,0.9655172413793103,8,256,2.0,2312,4.41,15.598425196850393,medium,True,False
157,157,Lenovo,3,2,1,5,39.62,0.5517241379310345,4,256,1.8,1053,3.9690000000000003,15.598425196850393,low,True,False
158,158,Acer,4,2,1,5,35.56,0.8620689655172414,8,256,1.8,1167,3.9690000000000003,14.0,low,False,True
159,159,Razer,1,3,1,7,35.56,0.9655172413793103,16,256,1.95,3301,4.29975,14.0,max,True,False
160,160,Toshiba,3,2,1,5,33.78,0.793103448275862,8,256,1.2,1541,2.646,13.299212598425196,low,True,False
161,161,Lenovo,4,2,1,7,30.48,0.9310344827586208,8,256,1.36,2012,2.9988,12.0,medium,False,True
162,162,Dell,4,2,1,5,33.78,0.5517241379310345,8,256,1.2,1842,2.646,13.299212598425196,medium,True,False
163,163,Dell,3,1,1,7,39.62,0.6206896551724138,8,256,2.2,1167,4.851000000000001,15.598425196850393,low,True,False
164,164,Dell,3,2,1,5,35.56,0.8275862068965517,8,256,1.56,1561,3.4398000000000004,14.0,low,True,False
165,165,Toshiba,3,2,1,5,38.1,0.8620689655172414,8,256,2.0,1598,4.41,15.0,low,False,True
166,166,Asus,4,2,1,5,35.56,0.8620689655172414,8,256,1.1,1442,2.4255000000000004,14.0,low,True,False
167,167,Acer,1,3,1,5,39.62,0.8620689655172414,16,256,2.5,1650,5.5125,15.598425196850393,medium,True,False
168,168,MSI,1,3,1,5,39.62,0.8620689655172414,8,256,2.2,1268,4.851000000000001,15.598425196850393,low,True,False
169,169,HP,3,1,1,3,43.18,0.6896551724137931,4,256,2.5,888,5.5125,17.0,low,False,True
170,170,Lenovo,3,2,1,5,35.56,0.8620689655172414,4,256,1.7,888,3.7485,14.0,low,True,False
171,171,Toshiba,3,2,1,5,33.02,0.8620689655172414,8,256,1.5,1236,3.3075,13.000000000000002,low,False,True
172,172,Dell,3,2,1,5,39.62,0.8620689655172414,8,256,2.18,1010,4.806900000000001,15.598425196850393,low,True,False
173,173,Lenovo,3,2,1,5,35.56,0.793103448275862,8,256,1.8,1513,3.9690000000000003,14.0,low,True,False
174,174,Dell,3,3,2,5,35.56,0.9655172413793103,8,256,1.64,1383,3.6162,14.0,low,True,False
175,175,Lenovo,3,3,1,5,35.56,0.8620689655172414,8,256,1.87,1089,4.12335,14.0,low,False,True
176,176,Dell,3,2,1,5,39.62,0.896551724137931,8,256,1.9,1498,4.1895,15.598425196850393,low,True,False
177,177,HP,3,3,1,7,43.94,0.9310344827586208,8,256,2.63,1524,5.79915,17.299212598425196,low,True,False
178,178,Lenovo,4,2,1,5,35.56,0.8620689655172414,8,256,1.32,1904,2.9106,14.0,medium,False,True
179,179,Lenovo,3,2,1,5,33.02,0.8620689655172414,8,256,1.44,1219,3.1752,13.000000000000002,low,False,True
180,180,HP,5,3,1,7,39.62,0.9655172413793103,16,256,2.6,3073,5.7330000000000005,15.598425196850393,max,True,False
181,181,Toshiba,3,2,1,5,35.56,0.8620689655172414,8,256,1.25,1950,2.75625,14.0,medium,False,True
182,182,Samsung,4,2,1,7,33.78,0.9310344827586208,16,256,0.81,2095,1.7860500000000001,13.299212598425196,medium,True,False
183,183,HP,3,2,1,3,39.62,0.6896551724137931,8,256,1.86,685,4.1013,15.598425196850393,low,True,False
184,184,HP,3,2,1,5,39.62,0.8275862068965517,8,256,1.84,2414,4.0572,15.598425196850393,medium,True,False
185,185,HP,5,3,1,7,39.62,0.896551724137931,8,256,2.59,1983,5.7109499999999995,15.598425196850393,medium,True,False
186,186,Dell,4,2,1,7,31.75,0.9655172413793103,16,256,1.18,2361,2.6019,12.5,medium,True,False
187,187,Samsung,4,2,1,7,1.86,0.9310344827586208,8,256,1.31,2031,2.8885500000000004,0.7322834645669292,medium,True,False
188,188,Dell,3,1,1,7,39.62,0.9310344827586208,16,256,2.3,1501,5.0714999999999995,15.598425196850393,low,True,False
189,189,Acer,3,2,1,3,35.56,0.8275862068965517,4,128,1.8,808,3.9690000000000003,14.0,low,False,True
190,190,Dell,1,3,1,5,39.62,0.8620689655172414,8,256,2.62,1251,5.777100000000001,15.598425196850393,low,True,False
191,191,Dell,3,1,1,3,39.62,0.6896551724137931,8,256,2.0,939,4.41,15.598425196850393,low,True,False
192,192,HP,5,3,1,7,39.62,0.9655172413793103,8,256,3.14,2623,6.9237,15.598425196850393,medium,True,False
193,193,Asus,3,2,1,5,39.62,0.8620689655172414,8,256,2.37,1396,5.22585,15.598425196850393,low,True,False
194,194,Dell,4,2,1,5,33.78,0.8620689655172414,8,256,1.29,1904,2.84445,13.299212598425196,medium,True,False
195,195,Samsung,4,2,1,5,33.78,0.8620689655172414,8,256,0.81,1904,1.7860500000000001,13.299212598425196,medium,True,False
196,196,Dell,3,1,1,5,39.62,0.8620689655172414,8,256,2.18,1003,4.806900000000001,15.598425196850393,low,True,False
197,197,Lenovo,4,2,1,7,35.56,0.9310344827586208,8,256,1.32,2361,2.9106,14.0,medium,True,False
198,198,MSI,1,3,1,5,39.62,0.8620689655172414,8,256,2.4,1523,5.292,15.598425196850393,low,True,False
199,199,Acer,3,2,1,3,35.56,0.8275862068965517,8,128,1.5,786,3.3075,14.0,low,False,True
200,200,Lenovo,3,2,1,5,35.56,0.793103448275862,8,256,1.7,1507,3.7485,14.0,low,True,False
201,201,Lenovo,3,2,1,5,35.56,0.896551724137931,8,256,1.32,2096,2.9106,14.0,medium,False,True
202,202,Dell,3,1,1,7,39.62,0.9310344827586208,4,256,2.18,939,4.806900000000001,15.598425196850393,low,True,False
203,203,Lenovo,4,3,1,7,35.56,0.9655172413793103,8,256,1.96,2417,4.3218,14.0,medium,False,True
204,204,Asus,3,3,1,7,38.1,0.9310344827586208,8,256,2.3,1000,5.0714999999999995,15.0,low,False,True
205,205,Dell,3,2,1,5,39.62,0.8620689655172414,8,128,1.9,1200,4.1895,15.598425196850393,low,True,False
206,206,HP,3,1,1,5,39.62,0.896551724137931,8,256,1.84,1714,4.0572,15.598425196850393,medium,True,False
207,207,Toshiba,3,2,1,5,33.78,0.8620689655172414,4,128,1.05,1632,2.3152500000000003,13.299212598425196,medium,True,False
208,208,Acer,3,2,1,5,35.56,0.8620689655172414,8,256,1.56,1146,3.4398000000000004,14.0,low,False,True
209,209,Toshiba,3,2,1,7,38.1,0.9310344827586208,8,256,2.0,1763,4.41,15.0,medium,False,True
210,210,Samsung,4,3,1,7,38.1,0.9310344827586208,16,256,1.23,2349,2.71215,15.0,medium,True,False
211,211,Dell,4,2,1,7,31.75,0.9655172413793103,8,256,1.6,2147,3.5280000000000005,12.5,medium,True,False
212,212,Xiaomi,4,3,1,5,33.02,0.793103448275862,8,256,1.28,1188,2.8224,13.000000000000002,low,False,True
213,213,HP,3,2,1,5,39.62,0.8620689655172414,4,256,2.04,1066,4.498200000000001,15.598425196850393,low,True,False
214,214,HP,3,2,1,5,35.56,0.8620689655172414,4,128,1.95,1607,4.29975,14.0,low,True,False
215,215,Samsung,4,2,1,7,38.1,0.9310344827586208,8,256,1.17,2158,2.57985,15.0,medium,True,False
216,216,Lenovo,4,2,1,5,35.56,0.8620689655172414,8,256,1.32,2285,2.9106,14.0,medium,False,True
217,217,Toshiba,3,2,1,5,33.78,0.8620689655172414,8,256,1.05,1874,2.3152500000000003,13.299212598425196,medium,True,False
218,218,Dell,3,2,1,5,35.56,0.9655172413793103,8,256,1.6,1531,3.5280000000000005,14.0,low,True,False
219,219,Lenovo,3,3,1,7,39.62,0.9310344827586208,6,256,2.2,1002,4.851000000000001,15.598425196850393,low,True,False
220,220,HP,3,3,1,7,39.62,0.9310344827586208,8,256,2.04,1294,4.498200000000001,15.598425196850393,low,True,False
221,221,Lenovo,3,2,1,5,33.78,0.8620689655172414,4,128,1.44,1119,3.1752,13.299212598425196,low,True,False
222,222,HP,3,2,1,5,33.78,0.8620689655172414,8,256,1.49,1219,3.28545,13.299212598425196,low,True,False
223,223,HP,4,1,1,7,39.62,0.8620689655172414,8,256,1.84,1648,4.0572,15.598425196850393,medium,True,False
224,224,Toshiba,3,3,1,7,38.1,0.896551724137931,16,256,2.4,2509,5.292,15.0,medium,False,True
225,225,Lenovo,4,2,1,7,30.48,0.9310344827586208,8,256,1.36,2096,2.9988,12.0,medium,False,True
226,226,HP,3,2,1,5,39.62,0.793103448275862,8,256,2.31,1480,5.0935500000000005,15.598425196850393,low,True,False
227,227,Toshiba,3,2,1,5,35.56,0.793103448275862,4,128,1.47,1404,3.24135,14.0,low,False,True
228,228,HP,2,2,1,5,31.75,0.793103448275862,8,256,1.26,2120,2.7783,12.5,medium,True,False
229,229,Dell,4,2,1,5,35.56,0.8620689655172414,8,256,1.36,2082,2.9988,14.0,medium,True,False
230,230,Dell,4,2,1,5,1.86,0.8620689655172414,8,256,1.36,1870,2.9988,0.7322834645669292,medium,True,False
231,231,Dell,4,2,1,7,35.56,0.9655172413793103,8,256,1.36,2255,2.9988,14.0,medium,True,False
232,232,Toshiba,3,2,1,5,33.78,0.793103448275862,8,256,1.2,1855,2.646,13.299212598425196,medium,True,False
